id,file_id,line,point,fleet_nr,vibrator,drive,avg_phase,peak_phase,avg_dist,peak_dist,avg_force,peak_force,avg_stiffness,avg_viscosity,easting,northing,elevation,time_break,hdop,tb_date,positioning,distance,time,velocity,dense_flag
7892506,311,4817,1717, ,14,75,2,6,11,26,66,77,17,8,531690.9,2372446.4,112.2,2023/10/24 02:44:48.696,0.5,"    1698086688696000","
",24.6032518176887,14.5,1.6967759874268,0
7892514,311,4817,1719, ,14,75,1,6,10,19,65,77,14,7,531690.5,2372471,112.4,2023/10/24 02:45:15.528,0.5,"    1698086715528000","
",24.9288988925554,14.5,1.71923440638313,0
7892515,311,4821,1857, ,13,75,2,8,12,27,62,81,9,4,531742.8,2374195.7,112.5,2023/10/24 02:45:19.856,0.5,"    1698086719856000","
",24.8726757707721,12.5,1.98981406166176,0
7892523,311,4817,1721, ,14,75,1,7,11,24,65,76,18,9,531689.3,2372495.9,112.5,2023/10/24 02:45:42.464,0.5,"    1698086742464000","
",22.0056810846654,18.5,1.18949627484678,0
7892524,311,4823,1857, ,13,75,1,8,10,18,62,83,8,3,531767.6,2374193.8,112.4,2023/10/24 02:45:44.784,0.5,"    1698086744784000","
",50.0119985604004,21.5,2.3261394679256,0
7892530,311,4817,1723, ,14,75,1,7,13,28,65,76,15,7,531689.8,2372517.9,112.5,2023/10/24 02:46:12.864,0.5,"    1698086772864000","
",37.502266598036,24.5,1.53070475910351,0
7892533,311,4827,1857, ,13,75,2,10,11,20,65,77,12,6,531817.4,2374198.4,111.9,2023/10/24 02:46:18.712,0.5,"    1698086778712000","
",25.4662521780146,16.5,1.54340922290998,0
7892543,311,4829,1857, ,13,75,2,7,10,23,66,78,12,6,531842.1,2374192.2,112.1,2023/10/24 02:46:47.360,0.5,"    1698086807360000","
",24.0916998154641,21.5,1.12054417746345,0
7892546,311,4819,1721, ,14,75,1,7,11,23,66,76,19,9,531718.7,2372494,112.3,2023/10/24 02:46:49.816,0.5,"    1698086809816000","
",26.0232588274403,23.5,1.10737271606129,0
7892554,311,4831,1857, ,13,75,2,7,10,22,66,79,12,6,531866.1,2374194.3,112.1,2023/10/24 02:47:20.720,0.5,"    1698086840720000","
",24.7929425441892,19.5,1.27143295098406,0
7892556,311,4819,1719, ,14,75,1,6,11,25,66,78,14,7,531717.6,2372468,112.3,2023/10/24 02:47:24.992,0.5,"    1698086844992000","
",23.8296034378397,15.5,1.53739377018321,0
7892561,311,4831,1859, ,13,75,2,8,13,29,65,77,15,7,531862.3,2374218.8,112.5,2023/10/24 02:47:52.048,0.5,"    1698086872048000","
",47.9760356845032,29.5,1.62630629438994,0
7892562,311,4819,1717, ,14,75,1,7,11,25,65,77,17,8,531720.9,2372444.4,112,2023/10/24 02:47:52.464,0.5,"    1698086872464000","
",27.00018518455,29.5,0.91526051473051,0
7892575,311,4827,1859, ,13,75,2,8,13,33,64,76,13,6,531814.4,2374216.1,112,2023/10/24 02:48:33.552,0.5,"    1698086913552000","
",23.4478143971375,13.5,1.7368751405287,0
7892576,311,4819,1715, ,14,75,1,7,11,23,66,77,14,7,531720.8,2372417.4,112.1,2023/10/24 02:48:33.960,0.5,"    1698086913960000","
",51.5993217009725,21.5,2.39996845120802,0
7892583,311,4825,1859, ,13,75,1,7,11,19,65,78,11,5,531791.2,2374219.5,112.2,2023/10/24 02:48:58.720,0.5,"    1698086938720000","
",46.6009656552063,26.5,1.75852700585684,0
